x	RungeKutta4	SoluciónExacta	Error
9.83159	2.76488	-3.25511	6.01999
9.84159	2.75384	-3.26817	6.022
9.85159	2.74259	-3.28157	6.02416
9.86159	2.73113	-3.29534	6.02647
9.87159	2.71948	-3.30946	6.02894
9.88159	2.70763	-3.32394	6.03157
9.89159	2.69559	-3.33878	6.03438
9.90159	2.68337	-3.35399	6.03736
9.91159	2.67097	-3.36957	6.04053
9.92159	2.65838	-3.38552	6.0439
9.93159	2.64563	-3.40184	6.04747
9.94159	2.6327	-3.41854	6.05124
9.95159	2.61961	-3.43563	6.05524
9.96159	2.60636	-3.45309	6.05945
9.97159	2.59295	-3.47094	6.0639
9.98159	2.5794	-3.48919	6.06858
9.99159	2.56569	-3.50783	6.07352
